tmdbId,title,overview,cast,director
338520,Apparition (2014),"When his beautiful fiancÃ©e, Lori, is killed in a car accident, Doug retreats in solitude to the isolated farmhouse that should have been his new family's home. As he grieves and further isolates himself from his friends and society, he learns that he is not alone in this quaint home...","Katrina Law,Lili BordÃ¡n,Airen DeLaMater",Quinn Saunders
338676,Extinction (2015),"And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.","Matthew Fox,Jeffrey Donovan,Quinn McColgan",
338752,FPS: First Person Shooter (2015),"Your pregnant wife Linda has been captured by a ruthless scientist, who created a devastating virus. To rescue her, you have to fight through the old rotten experimental clinic, armed to the teeth, one level after another right through the dark, decayed guts of this evil complex. unfortunately you don't have much time, at dawn, the whole area will be eradicated.","Stephan Weyte,Atlanta Amanda LÃ¼tzelschwab,Hans LÃ¼tzelschwab",
338767,From The Depths of My Heart (2015),Four friends are fatefully thrown into a veritable hell in this ambient and sometimes truly poetic Swedish genre drama.,"Felice Jankell,Jessica Raita,Rasmus Luthander",
338967,Zombieland: Double Tap,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.","Woody Harrelson,Jesse Eisenberg,Emma Stone",Ruben Fleischer
339342,Anarchy Parlor (2015),Six young college hopefuls vacationing and partying in Lithuania get more than they bargained for when they unwittingly get caught up in a maniacal tattoo artist's fiendish side business.,"Robert LaSardo,Jordan James Smith,Sara Fabel",
339530,Tremors 5: Bloodline (2015),"The giant, man-eating Graboids are back and even deadlier than before, terrorizing the inhabitants of a South African wildlife reserve as they attack from below-and above.","Michael Gross,Jamie Kennedy,Pearl Thusi",Don Michael Paul
339547,JeruZalem (2016),"When a couple of American young adults fly to Israel to visit the city of Jerusalem, a biblical nightmare falls upon the city","Yael Grobglas,Danielle Jadelyn,Yon Tumarkin",
339992,The Redwood Massacre (2014),"â€‹â€˜THE REDWOOD MASSACREâ€™ is about five adventurous friends, visiting the legendary murder site of Redwood. It has all the hallmarks of being an exciting and thrilling camping weekend away.  They soon discover theyâ€™re not the only people in the mysterious location. The fun camping expedition soon turns into a nightmare as they are sadistically stalked by a mysterious unseen killer.","Mark Wood,Lisa Cameron,Lisa Livingstone",
340001,Truth (2015),A group of film students investigate an abandoned lab and discover a lethal virus that renders people incapable of lying before they die.,"William McNamara,Robert Dean,Fabian Valle",Troy Scoughton Jr.
340102,The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.","Maisie Williams,Anya Taylor-Joy,Charlie Heaton",
340103,The Monster (2016),A mother and her 10-year old daughter are trapped in a forest. There is something in this forest. Something unlike anything they have heard before. Something that lurks in the darkness and itâ€™s coming after them.,"Zoe Kazan,Ella Ballentine,Aaron Douglas",
340176,Tag (2015),"Female highs school students, including Mitsuko, Keiko and Izumi, become the targets of ghosts with various appearances including a groom with a pig's face and female teacher with a machine gun.","Reina Triendl,Mariko Shinoda,Erina Mano",
340187,Uncaged (2016),"After nights of sleepwalking, a troubled teen straps a camera to himself and discovers a sinister truth.","Gene Jones,Ben Getz,Kyle Kirkpatrick",
340197,All I Need (2016),The paths of a desperate man and an imprisoned young woman cross unexpectedly in the den of a mysterious killer.,"Caitlin Stasey,Rachel Melvin,Leah McKendrick",
340213,Darkest Day (2015),"Dan wakes up on a beach with no memory. He discovers an empty city ravaged by a deadly virus. After befriending a small group of survivors it soon becomes clear the army are hunting him down, and the group are forced on a dangerous journey to escape.","Dan Rickard,Chris Wandell,Samantha Bolter",
340249,The Man in the Shadows (2017),"A newlywed photographer is stalked by a dark man in a brimmed hat who followers her from her nightmares. Sanity slipping, she meets a mysterious man claiming to know the shocking secrets of the Hat Man.","Sarah Jurgens,Alison Louder,Rebecca Amzallag",Joshua Fraiman
340401,Kartoffelsalat - Nicht Fragen! (2015),When a deadly zombie virus infects a school in Germany it remains on the student Leo to save the world.,"Torge Oelrich,Martin Schneider,Dagi Bee",
340601,Delirium (2018),"A man recently released from a mental institute inherits a mansion after his parents die. After a series of disturbing events, he comes to believe it is haunted.","Topher Grace,Kelli Barksdale,Patricia Clarkson",Dennis Iliadis
340837,A Cure for Wellness (2017),"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.","Dane DeHaan,Jason Isaacs,Mia Goth",
341006,The Belko Experiment (2017),"In a twisted social experiment, a group of 80 Americans are locked in their high-rise corporate office in BogotÃ¡, Colombia and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.","John Gallagher Jr.,Tony Goldwyn,Adria Arjona",Greg McLean
341420,Demonte Colony (2015),"Four friends go into a haunted mansion on a whim but they do not realize that they have returned home with an evil spirit, from which escape might be impossible.","Arulnithi,Ramesh Thilak,Sananth",
341886,June (2015),"June is different from all other nine-year old girls.  She is an orphan hiding a secret.  Bad things happen when she gets upset, supernatural things.  June has been in many foster homes usually leaving them destroyed.  But this time it will be different.  June has a new foster home and she really likes her new parents.  She will have to face the force within her to protect her new parents and to save herself.","Casper Van Dien,Victoria Pratt,Addy Miller",
341957,21 Days (2014),"Three filmmakers embark on a paranormal challenge by barricading themselves in a house so haunted, no one has been able to live in for more than 21 days.","Max Hambleton,Whitney Rose Pynn,Mickey River",
342588,Project Itoh: Empire of Corpses (2015),"The story of The Empire of Corpses takes place in 19th century Europe, and revolves around John Watson. He is scouted by the government to become a secret agent- However, Watson lives in a world where ""Frankensteins""- human corpses that are re-purposed with a false soul in order to use them as laborers- are used to improve industrial development.","Ayumu Murase,Yoshimasa Hosoya,Akio Otsuka",Ryotaro Makihara
342695,Cannibal Fog (2015),"First bite gives you focus, third bite gives you pleasure, fifth bite - Cannibal Fog.","Malte Aronsson,Linus Karlgren,Kim SÃ¸nderholm",
342896,I-Lived (2015),"Josh Fosse is a 20something guy whose life is going nowhere. His girl left, his rent is late, and he lacks a real job. He is trying to make it as an app reviewer online and decides to review a self help app called i-Lived for fun. He's signs on and immediately his life turns around. He meets the girl of his dreams and he gets a job offer he can't refuse. Convinced it's him and not the app, he signs out... and loses everything. He signs on again but this time the terms are different, the app is asking him to do things that are out of his moral comfort zone... but essential to becoming the success the app tells him he can be.","Jeremiah Watkins,Brian Breiter,Jan Broberg",
343112,Man Vs. (2015),"As host of his own hit TV series, 'MAN VS', Doug Woods is forced to fend for himself for five days in remote locations with no crew, food, or water, only the cameras he carries on his back to film his experiences. Doug's in the remote woods for a routine episode, until he's awoken by an earth-shaking crash. Things get weirder as it becomes clear Doug isn't alone. Someone or something is watching him.","Chris Diamantopoulos,Chloe Bradt,Michael Cram",
343173,The ReZort (2016),"The ReZort, a post apocalyptic safari, offers paying guests the opportunity to kill zombies in the wake of an outbreak.","Dougray Scott,Jessica De Gouw,Martin McCann",Steve Barker
343243,The Sins of Dorian Gray (1983),"In this version of Oscar Wilde's tale, Dorian Gray is an actress who, desperate to become a worldwide star, makes a deal that switches her soul to her image on film, then proceeds to sleep and connive her way to the top, knowing that her screen test, and not she, will show the ravishes of time and of her immoral transgressions.","Anthony Perkins,Belinda Bauer,Joseph Bottoms",Tony Maylam
343284,Night Of The Living Deb (2015),After a one night stand Deb wakes up in the middle of a zombie apocalypse.,"Maria Thayer,Michael Cassidy,Ray Wise",
343459,Live-In Fear (2014),A tale of four dysfunctional friends on a crash course to bloody self-destruction in the snowy Utah mountains.,"Arielle Brachfeld,Myles Cranford,Maria Olsen",
343674,Gerald's Game (2017),"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.","Carla Gugino,Bruce Greenwood,Henry Thomas",
343872,Channel 13 (1987),"A horror anthology film harking back to the mid 70â€™s and 80â€™s, inspired by Amicus productions and Creepshow, this Polonia bros. film was shot in 1987 and was never finished, lost for nearly 30 years. Witness three tales, told by a hooded monk on  the titular Channel 13. A video game geek returns from some arcade fun to watch movies  on TV and can only get reception on Channel 13. He views tales of decadence and horror, containing  killer scarecrows, monster birds, and cannibal spaghetti farm owners!","John Polonia,Mark Polonia",Mark Polonia
344593,Cherry Tree (2015),"Faithâ€™s world is turned upside down after she finds out that her beloved father is dying. When the mysteriously alluring Sissy Young becomes her field hockey coach, Faith finds a compassionate spirit and much-needed mother figure. Little does she know that Sissy is the head of a centuries-old witchesâ€™ coven that uses the fruit of an ancient cherry tree in a secret ritual that restores life to the dead and dying. Offering to cure her father in exchange for a child, Sissy strikes a bargain with Faith, who suddenly finds herself pregnant with a baby thatâ€™s growing at an alarming rate. But with the clock to the childâ€™s birth ticking down and the true intention of Sissyâ€™s plans for humanity becoming more apparent, Faith and her father must stand together in order to save both their lives.","Naomi Battrick,Sam Hazeldine,Anna Walton",David Keating
344796,Army of Frankensteins (2013),"A young man travels back in time, finding himself entrenched in the Civil War with an army of Frankensteins.","Jordan Farris,Christian Bellgardt,Eric Gesecus",
344854,The Pack (2016),Manâ€™s best friend becomes his worst nightmare when a horde of bloodthirsty wild dogs descends upon a familyâ€™s farmhouse in a fang-bearing fight for survival.,"Anna Lise Phillips,Jack Campbell,Katie Moore",Nick Robertson
345069,Crush the Skull (2015),"A couple of master thieves find themselves trapped within a house they intended to rob, only to discover they've inadvertently wandered into the lair of a deranged serial killer.","Katie Savoy,Chris Riedell,Tim Chiou",Viet Nguyen
345149,Another Yeti a Love Story: Life on the Streets (2017),"After moving to Los Angeles to start anew, Adam, an out of the closet single father of a yeti baby, is dragged into the underground sex trade when his child is kidnapped; Now with the help of his two new friends, a heroin-addicted yeti prostitute and a sexy stripper, they must fight the forces of evil to save the world.","Adam Malamut,Dave Zakheim,Michael Price",
345287,Soldiers Of The Damned (2015),"WWII German soldiers take an occult scientist into a haunted forest in Romania, only to be confronted by their own ghosts.","Gil Darnell,Miriam Cooke,Tom Sawyer",Mark Nuttall
345468,Contracted: Phase II (2015),"Picking up directly where the previous film left off, the story follows Riley, one of the last people to come in contact with Samantha, as he scrambles to track down those responsible for the outbreak before the highly contagious disease not only consumes his body, but the world as we know it.","Matt Mercer,Marianna Palka,Morgan Peter Brown",Josh Forbes
345875,The Confines (2016),"A troubled young woman who, in a last-ditch effort at getting her life together, takes a job working nights as a security guard at an abandoned luxury apartment building. Stuck with a brusque rent-a-cop as her partner, she tries to not let her mind play tricks on her while she patrols the empty halls. But as the night progresses strange things begin to happen - and she realizes it may not all be in her head.","Jason Patric,Louisa Krause,Mark Margolis",
345888,The Piper (2015),"""The Guest"" follows Ryoo Seung-ryong's character, who happens to stay in a mysterious town in the countryside shortly after the 1950-53 Korean War.","Ryu Seung-ryong,Lee Sung-min,Chun Woo-hee",
345911,Lights Out (2016),"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasnâ€™t real when the lights went outâ€¦and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.","Teresa Palmer,Maria Bello,Gabriel Bateman",
345913,The Cutting Room (2015),"Students Raz, Charlie and Jess embark on their end of year Media Studies project unaware of the horrific and unspeakable fate that awaits them. What starts as a seemingly simple mystery soon turns into a claustrophobic and hellish nightmare.","Parry Glasspool,Lucy-Jane Quinlan,Lydia Orange",
345921,Headgame (2018),"A group of young people awake, locked inside a warehouse with cameras screwed into their heads. It becomes apparent that they are unwilling competitors in a deadly game, and they will need to murder each other if they hope to survive.","Jamie Hill,Chris Hayes,Carly Steel",Steven Judd
345940,The Meg (2018),"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.","Jason Statham,Li Bingbing,Rainn Wilson",Jon Turteltaub
346093,KillerSaurus,"When a scientist runs short of funding for his life-saving medical Bio-Printing research, he accepts an offer of investment from a shadowy military organisation. In return, he is forced to use his technology to create the ultimate battlefield weapon - a full size Tyrannosaurus Rex.  After a horrific accident in which the dinosaur massacres his research team, the scientist shuts down the project. However, his investors demand results and it can only be a matter of time before the deadly T-Rex is unleashed upon the world!","Julian Boote,Adam Collins,Steven Dolton",
346364,It (2017),"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.","Jaeden Martell,Jeremy Ray Taylor,Sophia Lillis",Andy Muschietti
346652,Another Wolfcop (2016),An alcoholic cop experiences blackouts and starts turning into a werewolf when the full moon appears in the sky.,"Leo Fafard,Amy Matysio,Jonathan Cherry",
346671,Little Evil (2017),"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.","Adam Scott,Evangeline Lilly,Owen Atlas",
346672,Underworld: Blood Wars (2016),"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.","Kate Beckinsale,Theo James,Tobias Menzies",Anna Foerster
346910,The Predator (2018),"When a young child accidentally triggers extraterrestrial hunters to return to Earth, a ragtag crew of ex-soldiers and scientists join forces to prevent the end of the human race.","Boyd Holbrook,Trevante Rhodes,Sterling K. Brown",
347064,Jurassic Prey (2015),"A woman steals money from her mob boss husband hoping to start a new life with her lover. Meanwhile, a washed-up former child star and his buddies rob a bank with a police detective hot on their trail. Through a twist of fate, these people all find themselves at a remote cabin, unaware that recent construction work has unleashed a ferocious creature which now roams the surrounding area! Who will survive in MEATEATERS!","Danielle Donahue,Jeff Kirkendall,Bob Dennis",Mark Polonia
347097,Observance (2015),"In the grip of grief following the death of his young son, his marriage on the rocks and nearing bankruptcy, Parker reluctantly returns to work as a private investigator. Embarking on an unusual assignment to observe a woman from an abandoned apartment, Parker witnesses bizarre happenings surrounding her, unaware that the derelict building that he surveys her from has birthed a dark presence which slowly threatens to consume him.","Brendan Cowell,John Jarratt,Louisa Mignone",
347344,Alena (2015),"Alenaâ€™s life is far from simple. When she arrives at her new elite boarding school, Filippa and the other girls start to harass her. But Alenaâ€™s best friend Josefin wonâ€™t let her take anymore beating. If she wonâ€™t strike back, Josefin will do it for her. Hard.","Amalia Holm Bjelke,Rebecka Nyman,Molly Nutley",
347392,Slice (2018),"In a spooky small town, when a slew of pizza delivery boys are slain on the job, two daring survivors set out to catch the culprits behind the cryptic crime spree.","Chance the Rapper,Zazie Beetz,Katherine Cunningham",
347642,Bite (2015),"While on her bachelorette party getaway, Casey, the bride to be, gets a seemingly harmless bite from an unknown insect. After returning home with cold feet, Casey tries to call off her wedding but before she's able to, she starts exhibiting insect like traits. Between her physical transformation and her wedding anxiety, Casey succumbs to her new instincts and begins creating a hive that not only houses her translucent eggs, but feeds on the flesh of others. As her transformation becomes complete, Casey discovers that everything can change with a single bite.","Elma Begovic,Jordan Gray,Annette Wozniak",
347751,13 Cameras (2015),"Newlyweds Claire and Ryan have just moved into a new house. Both are hoping Claireâ€™s pregnancy will be the cement needed to hold their already fraying relationship together. Little do they know their marital issues are the least of their problems. For unbeknownst to them, their scruffy, sleazy and lascivious landlord has installed numerous miniature cameras all over their home and has been spying on them from Day One. Then Ryan begins an office affair, and the landlord kits out the secret basement with chains and soundproofing. Something is going to give in this suburban shocker packed with nasty surprises.","PJ McCabe,Sean Carrigan,Sarah Baldwin",
347754,Curve (2015),A young woman becomes trapped in her car after a hitchhiker causes her to have an automobile accident.,"Julianne Hough,Teddy Sears,Madalyn Horcher",Iain Softley
347757,Worry Dolls (2015),"A brutal serial killer is finally gunned down in the middle of carrying out one last heinous act of bloody murder. In the maniacâ€™s possession, a box of Guatemalan talismans, which mistakenly end up being sold as charm jewelry in Chloeâ€™s Collectables thrift shop. Soon those who bought the Worry Dolls begin to act strangely out of character and cause another rash of senseless slaughter. An ancient curse is consuming the city and pits a hardened detective against the clock to save his 8 year-old daughterâ€™s life.","Christopher Wiehl,Kym Jackson,Samantha Smith",Padraig Reynolds
347760,Aaaaaaaah! (2015),"Alpha Male Smith and his Beta, Keith, move to take over a local community. They hook up with restless Female, Denise, igniting a deadly feud in which emotions run high and deep-seated grudges resurface amongst the tribe. Are we not men? Or are we simply beasts? Steve Oram, the actor/writer from SIGHTSEERS and KILL LIST stars in his long-awaited debut feature with a host of his friends. Get ready for the most unusual celluloid primal scream - an anarchic, hilarious, disturbing and touching look at the human condition. THEMROC meets PINK FLAMINGOS in the Cult Movie of the Year.","Steve Oram,Lucy Honigman,Toyah Willcox",
347762,Most Likely to Die (2015),"A group of former classmates gather for a pre-party at one of their homes the night before their 10-year high school reunion, and one by one, they are brutally slain in a manner befitting each's senior yearbook superlative.","Heather Morris,Ryan Doom,Perez Hilton",Anthony DiBlasi
347763,The Lesson (2015),Two schoolboy delinquents learn a lesson that they will never forget when a teacher at the end of his tether decides to abduct them.,"Robert Hands,Evan Bendall,Micahela Prchalova",
347764,Goddess Of Love (2015),Enter into a baroque vortex of madness when an emotionally unstable woman is shattered after tremendous heartbreak. Brian was the love of Venusâ€™ life and the thought of him having an affair with another woman begins her volatile descent into the dark side of psychosexual insanity.,"Alexis Kendra,Elizabeth Sandy,Monda Scott",
347767,The Entity (aka La Entidad) (2015),"THE RING goes â€˜found footageâ€™ Peruvian in a terrific example of the continually igniting South American new horror wave. A group of media students embark on a documentary project covering â€˜Reaction Videosâ€™ - filming people watching intense shock footage online to monitor their psychological effect. And they find one example so terrifying the viewers have all died in mysterious circumstances. But what exactly is on this gruesome Internet footage? Their search leads to an obscure corner of cyberspace known as the Dark Web, a Quechua curse dating from the Spanish Inquisition and a demonic power they cannot escape from.","Rodrigo Falla,Daniella Mendoza,Carlos Casella",
347847,The Sand (2015),"Just when you thought it was safe to go back in the water again, you canâ€™t even get across the sand! BLOOD BEACH meets SPRING BREAKERS in an ace monster mash-up of smart nostalgia and up-to-the-minute visual effects. After an all-night graduation beach party, a group of hung-over students wake up under blazing sun to find their numbers somewhat depleted. An enormous alien creature has burrowed down deep and anyone foolish enough to make contact with the sand finds themselves at the mercy of a sea of flesh-eating tentacles. Will they ever be able to escape its carnivorous clutches?","Brooke Butler,Cleo Berry,Cynthia Murell",Isaac Gabaeff
347848,Last Girl Standing (2015),"She survived a brutal massacre, but lost her life. What happens to the final girl once the credits have rolled? Five years ago, a masked killer brutally murdered a group of friends. Since then, Camryn, the lone survivor, has tried to make sense of the homicidal events and struggled to reclaim her shattered life. Wracked with guilt and paranoia, can Camryn ever have a normal existence again or is she destined to cope alone forever? Part slasher movie, part character study, take a penetrating and intimate look at what happens to the remaining true victim of every horror movie.","Akasha Banks Villalobos,Danielle Evon Ploeger,JD Carrera",
347850,The Unfolding (2015),"It is 2016 and a fearful world seems to be on the brink of a nuclear catastrophe. A researcher in psychical events and his girlfriend travel to deepest Dartmoor to investigate a centuries-old building. What they unlock and discover is way more than they could have ever bargained for.  An exciting first feature from newcomer Eugene McGing, who expertly takes familiar tropes and gives them a fresh spin in this genuinely terrifying haunted house tale.","Lachlan Nieboer,Lisa Kerr,Nick Julian",
347855,Curtain (2015),"Danni moves into a New York apartment and starts sprucing the place up. She doesnâ€™t know the previous tenant committed suicide in very strange circumstances. Nor does she know thereâ€™s a mysterious portal to another dimension in the bathroom thatâ€™s hungry forâ€¦.  shower curtains!  But where does this unusual gateway hidden behind the white tiling lead? Thatâ€™s what Danni and her â€˜Whale Saverâ€™ chugger workmate Tim decide to find out. Itâ€™s an investigation into a unique phenomenon full of surprise and unimaginable horror as they both enter The Yonder in a stunningly directed, creatively devised and quirky oddball gem.","Danni Smith,Tim Lueke,Rick Zahn",
347944,Anguish (2015),"A new girl in a quiet town, Tess tries to manage her psychosis while adjusting to her new life with her mom. After stumbling upon the shrine of Lucy, a hit and run victim, Tess finds herself overwhelmed by hallucinations of the dead girl and starts to question her sanity again.  When the spirit possesses Tessâ€™s mind and soul, mother and daughter are at a loss for where to turn next for salvation: religion or medicine?  Both institutions have failed them to date but faith leads them to the house of Sarah, Lucyâ€™s mother, who has been despondent since the accident.  All together with time working against them, Sarah is desperate to believe that Lucy is still alive in Tess but neither parent wants to give up on their daughter.  Now that she understands what is happening to her, ultimately Tess must decide whether she wants to keep fighting or succumb to her affliction.","Ryan Simpkins,Annika Marks,Karina Logue",
348191,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II (2015),Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II is a feature length documentary uncovering the history and the making of Clive Barker's Hellraiser and Hellbound: Hellraiser II films.,"Oliver Smith,Doug Bradley,Clare Higgins",Kevin McDonagh
348536,Locke & Key (2011),Three children become the caretakers of a New England mansion that is home to a bevy of secrets and magic.,"Ksenia Solo,Jesse McCartney,Sarah Bolger",Mark Romanek
348540,The Possessed (2009),"Based on the True Story, The Watseka Wonder, America's first documented possession in 1870. A chilling story of a 13-year-old girl from the small town of Watseka, Illinois who became possessed by spirits of the insane dead.","Christopher Saint Booth,John Zaffis,Bill Chappell",
348572,Ravager (1997),"A small passenger spaceship is forced to make a crash landing somewhere on a desolate territory on Earth. In search of some essential mineral the crew discovers a hidden stash of military bio-weapon surplus. One of the crew members gets infected, and starts showing murderous tendencies.","Bruce Payne,Yancy Butler,Juliet Landau",
348656,Sensoria (2015),"Caroline, a woman in her late thirties, has lost everything and is searching for a new beginning. She moves into an old apartment and starts to realize that she is not as alone as she thought she was. Just as she is searching for something new, something old is searching for her.","Lanna Ohlsson,Norah Andersen,Alida Morberg",
348929,You're Killing Me (2015),"Joe just told his boyfriend, George, that he is a serial killer. George thinks that his boyfriend, Joe, is hilarious... and he just saw Patricia Arquette at Target!!! In the horror/comedy hybrid, 'You're Killing Me', we take a look at the life and death consequences of dating in the age of incessant chatter. Joe and George meet just as Joe is coming out to himself as someone who loves to kill. George, on the other hand, can't decide which wig to wear for his next YouTube video. As George's friends start disappearing, one by one, he must face the undeniable fact that Gretchen might not be coming back with crushed ice for his party #YouDontNeedIceForChardonnay.","Jeffery Self,Drew Droege,Mindy Cohn",
349067,Tigers Are Not Afraid (2017),A dark fairy tale about a gang of five children trying to survive the horrific violence of the cartels and the ghosts created every day by the drug war.,"Paola Lara,Juan RamÃ³n LÃ³pez,Ianis Guerrero",
349138,Ludo (2015),"Four desperate teenagers. A night of sexy mayhem. The big city. Or so the plan goes, until a series of misadventures later, Babai, Pele, Ria and Payal end up in a locked shopping mall in the dead of the night. Alone at last... until an old couple appears out of nowhere with a piece of folded leather and a glass container with two dice made of bone. A game. Simple, but deadly. They call it Ludo. A game defiled by a young couple centuries ago. An unbreakable curse, a living board, eons of bloodbath spanning the subcontinent. A game that has reached this city. Not just monsters, but prisoners of fate. Immortal lovers existing under a curse that will not die. They live within the game. Blood must spill. Bone must shatter. Beware the rattle of the Ludo dice.","Kamalika Banerjee,Joyraj Bhattacharya,Soumendra Bhattacharya",Nikon Basu
349165,Biohazardous (2001),"In a small suburban community of Hillsdale NJ, something very strange is happening. Gentech Industries, a research company, has moved their labs and corporate offices to a small, quiet town. Barbed wire fences surround Gentech and no civilians are permitted inside the complex.","Sprague Grayden,David Lee Garver,Katheryn Winnick",
350362,Me and My Mates vs. The Zombie Apocalypse (2015),Three Australian telecom tradesman find themselves trapped in a telephone exchange during the onset of a zombie apocalypse.,"Jim Jefferies,Alex Williamson,Greg Fleet",
350616,The Divine Tragedies (2015),"Two brothers fulfill their murderous fantasies, but doing so derails their relationship.","Graham Denman,Jon Kondelik,Hannah Levien",
351043,Amnesiac (2015),"The story of a man who wakes up in bed suffering from memory loss after being in an accident, only to begin to suspect that his wife may not be his real wife and that a web of lies and deceit deepen inside the house where he soon finds himself a prisoner.","Kate Bosworth,Wes Bentley,Shashawnee Hall",Michael Polish
351064,Films Confiscated from a French Brothel,"""Films Confiscated from a French Brothel"" is a bare all Avant-garde Anthology homage to silent stag films.","Laura Fodera,Rahel Kapsaski,Zoe Pearce",Bob Moricz
351067,Bachelor Games (2016),"A group of friends on a stag weekend in the mountains of Argentina are picked off by a dark force called ""The Hunter"", but all is not what it seems.","Charlie Bewley,Jack Gordon,Jack Doolan",Edward McGown
351187,Knifepoint (2011),"On Christmas Eve, two sisters sharing a Venice apartment discover their home is the final target of a brutal gang of criminals led by Jess and his sadistic sister Lorraine.","Kym Jackson,Krista Braun,Katherine Randolph",
351211,Blair Witch (2016),Students on a camping trip discover something sinister is lurking beyond the trees.,"James Allen McCune,Callie Hernandez,Brandon Scott",Adam Wingard
351460,Death Note (2017),"A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.","Nat Wolff,Lakeith Stanfield,Willem Dafoe",Adam Wingard
351868,Appetites (2015),"Daisy is the all-American girl next door with a hunger for true love and an appetite for murder. Then one day Daisy meets the man of her dreams, only to discover that his own lust for killing might make her his next victim.","Lauren Parkinson,Bret Roberts,Travis Eberhard",Cameron Casey
352166,Catastasis (2015),"A mysterious man holds a pastor hostage in his own home, forcing him to practice what he preaches.","Derek Bridges,Anthony Hackett,Mariela Hill",
352960,Lace Crater (2015),A woman encounters a strange presence in a guest house.,"Joe Swanberg,Lindsay Burdge,Peter Vack",
352988,Dark Moon Rising (2015),A group of shape-shifting werewolves descend upon a small town in search of a girl who is re-born once every 2000 years. She holds the key to their survival and all will die who stand in their way.,"Stasi Esper,Cameron White,Eric Roberts",
353058,Blood Feast (2016),"Fuad Ramses and his family have moved from the United States to France, where they run a American diner. Since business is not going too well, Fuad also works night shifts in a museum of Egyptian culture. During these long lonely nights he is repeatedly drawn to a statue representing the seductive ancient goddess ISHTAR. He becomes more and more allured by the goddess as she speaks to him in visions. Eventually he succumbs to her deadly charms.","Robert Rusler,Sophie Monk,Herschell Gordon Lewis",
353345,The Exorcism of Molly Hartley (2015),"Taking place years after The Haunting of Molly Hartley, who now, as an adult, has fallen under the possession of an evil spirit and must be exorcised by a fallen priest before the devil completely takes her.","Sarah Lind,Devon Sawa,Gina Holden",Steven R. Monroe
353419,Found Footage 3D (2016),"A group of filmmakers sets out to make the first 3D found footage horror movie, but find themselves IN the first 3D found footage horror movie when the evil entity from their film escapes into their behind-the-scenes footage.","Carter Roy,Alena von Stroheim,Chris O'Brien",
353491,The Dark Tower (2017),"The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter Oâ€™Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black.","Idris Elba,Matthew McConaughey,Tom Taylor",
353686,Visions (2015),"After moving to a vineyard with her family, a pregnant woman experiences horrifying visions.","Anson Mount,Isla Fisher,Jeff Branson",Kevin Greutert
354125,Cold Moon (2016),"Cold Moon takes place in tiny Babylon, Fla., where the granddaughter of Clarkâ€™s character is murdered by a mysterious assailant, her body sunk into the black waters of the Styx River â€” the river where her parents disappeared from their boat a decade earlier. Suspicion falls on a duplicitous banker and his wealthy father, played by Stewart and Lloyd.","Candy Clark,Josh Stewart,Robbie Kay",
354133,Zombeak (2006),"On the darkest night of the year, when Satan is allowed free reign to walk the earth, a motley crew of Satanists kidnap a sharp tongued southern waitress to be a given up as the Dark One's bride and mortal host of the antichrist. But when her rowdy redneck friends botch up the ritual in a violent rescue attempt, all power of hell is inadvertently transferred into the most unlikely of hosts: a sacrificed chicken! Now, the Satanists and Rednecks battle one another as an evil most fowl threatens to swallow their souls and transform them into a demonic army of the walking dead! Who will survive the terror of Zombeak!?","Illya Allman,Barry Bishop,Sarah Frances Conkle",
354216,The Devil's Candy (2015),"A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas, in this creepy haunted-house tale.","Ethan Embry,Shiri Appleby,Pruitt Taylor Vince",
